ID_EVENTO,ID_LOTE,ID_FINCA,ID_PROD,LAT_LOTE,LONG_LOTE,FECHA_SIEMBRA,TIPO_SIEMBRA,NUM_SEMILLAS,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,TIPO_CULTIVO,COLOR_ENDOSPERMO,SEM_POR_SITIO,TIPO_DE_SEMILLA,HABITO_CRECIMIENTO,MATERIAL_GENETICO,OBJ_RDT,CULT_ANT,DRENAJE,FECHA_EMERGENCIA,POBLACION_20DIAS,FECHA_FLORACION,FECHA_COSECHA,METODO_COSECHA,RDT,PROD_COSECHADO,NOMBRE_LOTE,ORIGEN_SEMILLA,INOCULACION_SEMILLAS,NUEVA_INOCULACION_SEMILLAS,PRODUCTO_USADO,TIPO_MATERIAL,NUEVO_MATERIAL_GENETICO,OTRO_CULT_ANT,RESIEMBRA,CANTIDAD_TOTAL,HUMEDAD,ALMACENAMIENTO_FINCA,OBSERVACIONES_COSECHA,DEPARTAMENTO,MUNICIPIO,AREA
2441,2055,1930,2094,9.135972222,-75.78216667,5/21/2015,Manual,20,NO,0.8,0.4,Maiz,Blanco,3,N/A,N/A,DK 234,6000,Algodón,NO,5/26/2015,55000,7/10/2015,9/28/2015,Manual,2300,Grano seco,CHIMASITO,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,6900,18,NO,,CÓRDOBA,LORICA,3
2442,2054,1929,2093,8.904888889,-75.68555556,5/20/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,SI,5/24/2015,60000,7/12/2015,9/28/2015,Manual,4100,Grano seco,LAS TRES MATAS DE HIGO,NULL,NULL,NULL,Fungicida+Insecticida,Hibrido,,NULL,NULL,16400,20,NO,,CÓRDOBA,CIÉNAGA DE ORO,4
2443,2053,1928,2092,8.906194444,-75.68441667,5/20/2015,Manual,20,NO,0.8,0.5,Maiz,Blanco,3,N/A,N/A,DK 234 YGRR,7000,Algodón,NO,5/23/2015,60000,7/8/2015,9/30/2015,Manual,4000,Grano seco,ISLA DE ORO,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,16000,20,NO,,CÓRDOBA,CIÉNAGA DE ORO,4
2444,2206,2091,2228,8.918972222,-75.68791667,5/21/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/24/2015,60000,7/9/2015,9/30/2015,Manual,4200,Grano seco,LOS COCOS,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,6300,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,1.5
2446,2056,1932,2095,9.139722222,-75.80686111,5/22/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),6000,Algodón,NO,5/26/2015,55000,7/9/2015,9/28/2015,Manual,2100,Grano seco,SALVADOR,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,6300,18,NO,,CÓRDOBA,LORICA,3
2447,2207,2092,2220,8.925555556,-75.68663889,5/25/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,Otro,6500,Algodón,NO,5/25/2015,55000,7/12/2015,10/5/2015,Manual,5900,Grano seco,VILLA ANA II,NULL,NULL,NULL,NULL,Hibrido,PIONNER 4082,NULL,NULL,11800,20,NO,,CÓRDOBA,CIÉNAGA DE ORO,2
2448,2024,1906,2035,9.1035,-75.79002778,4/24/2015,Manual,18,NO,0.8,0.5,Maiz,Amarillo,1,N/A,N/A,PAC 105,6000,Algodón,NO,4/28/2015,60000,6/12/2015,7/12/2015,Mecanizada,21000,Ensilaje,CHIRO,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,35700,NULL,NO,,CÓRDOBA,LORICA,1.7
2449,2025,1907,2006,9.093527778,-75.81511111,5/20/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,5000,Algodón,NO,5/25/2015,55000,7/16/2015,9/29/2015,Manual,3100,Grano seco,AGUSTIN,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,6200,19,NO,,CÓRDOBA,LORICA,2
2450,2027,1908,2077,9.137194444,-75.80847222,5/26/2015,Mecanizado,20,NO,0.8,0.17,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/29/2015,55000,7/15/2015,10/4/2015,Manual,3000,Grano seco,SITIO NUEVO,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,4500,20,NO,,CÓRDOBA,LORICA,1.5
2451,2028,1909,2078,9.143444444,-75.80738889,6/3/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,6/7/2015,55000,7/22/2015,8/17/2015,Mecanizada,18000,Ensilaje,BALANDRA 2,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,36000,NULL,NO,,CÓRDOBA,LORICA,2
2452,2030,1910,2079,8.906805556,-75.68591667,5/20/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,SI,5/24/2015,60000,7/10/2015,9/28/2015,Manual,4000,Grano seco,BRISAS DEL MAR,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,24000,19,NO,,CÓRDOBA,CIÉNAGA DE ORO,6
2454,2031,1911,2080,8.906111111,-75.6795,5/24/2015,Mecanizado,18,NO,0.8,0.17,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6000,Algodón,NO,5/28/2015,60000,7/12/2015,10/3/2015,Manual,5100,Grano seco,ALGO TE QUEDA,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,17850,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,3.5
2455,2032,1912,2080,8.907055556,-75.67952778,5/24/2015,Mecanizado,17,SI,0.8,0.17,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6000,Algodón,SI,5/27/2015,60000,7/11/2015,9/28/2015,Manual,5000,Grano seco,TEQUENDAMA,NULL,NULL,NULL,Fungicida+Insecticida,Hibrido,,NULL,NULL,75000,20,NO,,CÓRDOBA,CIÉNAGA DE ORO,15
2456,2034,1913,2081,9.103444444,-75.79697222,5/16/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,DK7088,7000,Algodón,SI,5/20/2015,60000,7/8/2015,10/7/2015,Mecanizada,4600,Grano seco,HORACIO,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,55200,18,NO,,CÓRDOBA,LORICA,12
2457,2329,2213,2341,8.825277778,-75.80125,4/4/2015,Manual,18,NO,0.8,0.3,Maiz,Amarillo,3,N/A,N/A,Otro,3000,Algodón,NO,5/10/2015,50000,5/25/2015,9/1/2015,Mecanizada,2800,Grano seco,CULTIVOS,NULL,NULL,NULL,NULL,Hibrido,1035,NULL,20,9800,20,SI,VERANO MUY INTENSO TUBO UN DEBIL CRECIMIENTO Y LLENADO DE MAZORCAS,CÓRDOBA,MONTERÍA,3.5
2458,2326,2214,2342,8.832527778,-75.81241667,4/28/2015,Mecanizado,18,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234,4000,Algodón,NO,5/6/2015,62000,6/22/2015,9/10/2015,Mecanizada,3300,Grano seco,EL SOCORRO,NULL,NULL,NULL,NULL,OGM,,NULL,0,75900,18,SI,INTENSO VERANO,CÓRDOBA,MONTERÍA,23
2464,2339,2217,2353,9.036314317,-75.80526904,5/17/2015,Mecanizado,20,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,0,Frijol,NO,5/21/2015,60000,7/9/2015,9/27/2015,Manual,2050,Mazorca (fresca),la bomba,NULL,NULL,NULL,NULL,OGM,,NULL,0,NULL,NULL,NO,estrés hidrico.,CÓRDOBA,COTORRA,3.7
2465,2338,2218,2345,9.038362514,-75.80707701,5/20/2015,Manual,23,NO,0.7,0.5,Maiz,Amarillo,3,N/A,N/A,PAC 105,7000,Algodón,SI,5/27/2015,71420,7/11/2015,9/25/2015,Manual,4600,Grano seco,el bongo 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,4600,20,NO,estres hidrico,CÓRDOBA,COTORRA,1
2466,2340,2225,2354,8.881362,-75.776283,5/23/2015,Mecanizado,26,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,6000,Algodón,SI,5/28/2015,71000,7/13/2015,9/30/2015,Manual,6400,Grano seco,La Villa,NULL,NULL,NULL,Insecticidas,OGM,P4082 WHR,NULL,NULL,96000,22,NO,,CÓRDOBA,CERETÉ,15
2467,2337,2219,2352,8.918762429,-75.76624334,5/25/2015,Manual,17,SI,0.8,0.5,Maiz,Amarillo,3,N/A,N/A,PIONEER 30F35,6500,Algodón,SI,5/29/2015,62500,7/13/2015,10/5/2015,Manual,2125,Mazorca (fresca),san antonio,NULL,NULL,NULL,Insecticidas,OGM,,NULL,0,NULL,NULL,NO,estrés  hidrico.,CÓRDOBA,CERETÉ,1.5
2468,2336,2220,2351,8.945091198,-75.75358662,5/21/2015,Mecanizado,23,SI,0.8,0.125,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,7000,Algodón,SI,5/24/2015,62500,7/18/2015,9/20/2015,Manual,5500,Grano seco,paraiso,NULL,NULL,NULL,Insecticidas,OGM,,NULL,0,18500,17,NO,estrés hidrico,CÓRDOBA,CERETÉ,3
2469,2335,2221,2349,8.943762176,-75.75320278,5/20/2015,Mecanizado,22,NO,0.8,0.14,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,7000,Algodón,SI,5/24/2015,62500,7/8/2015,9/28/2015,Manual,5000,Mazorca (fresca),fontivon la fe,NULL,NULL,NULL,NULL,OGM,,NULL,0,NULL,NULL,NO,estrés hidrico,CÓRDOBA,CERETÉ,3.5
2470,2331,2224,2346,8.856505839,-75.76857296,5/28/2015,Mecanizado,23,NO,0.8,0.125,Maiz,Amarillo,1,N/A,N/A,PAC 105,8000,Frijol,NO,6/2/2015,60000,7/20/2015,10/5/2015,Manual,2250,Mazorca (fresca),el coco,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,NULL,NULL,NO,estrés hidrico.,CÓRDOBA,CERETÉ,2
2471,2332,2224,2346,8.855543933,-75.76877508,5/28/2015,Mecanizado,23,NO,0.8,0.125,Maiz,Blanco,1,N/A,N/A,P4082 (Pioneer),0,Frijol,SI,6/2/2015,62000,7/20/2015,9/22/2015,Manual,1700,Mazorca (fresca),el coco 2 ,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,NULL,NULL,NO,estrés hidrico.,CÓRDOBA,CERETÉ,1
2472,2341,2226,2355,8.85593134,-75.75846583,5/25/2015,Mecanizado,26,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7200,Maiz,SI,5/30/2015,70000,7/16/2015,10/2/2015,Manual,3800,Grano seco,La Casa,NULL,NULL,NULL,Insecticidas,OGM,P4082 WH,NULL,NULL,7600,18,SI,Fuerte Verano que se presento,CÓRDOBA,CERETÉ,2
2473,2334,2222,2348,8.852267398,-75.76833333,5/6/2015,Mecanizado,18,NO,0.8,0.16,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Frijol,SI,5/21/2015,62500,7/5/2015,9/12/2015,Manual,7326,Mazorca (fresca),las delicias ,NULL,NULL,NULL,NULL,OGM,,NULL,0,NULL,NULL,NO,"estrés por  sequía bajo un tanto el rendimiento  , y disminuyo una aplicación de abono.",CÓRDOBA,CERETÉ,1
2474,2333,2223,2347,8.855160543,-75.76653137,5/5/2015,Mecanizado,18,NO,0.8,0.16,Maiz,Blanco,1,N/A,N/A,P4082 (Pioneer),5500,Algodón,NO,5/10/2015,62500,6/24/2015,9/10/2015,Manual,2500,Grano seco,flor de maria,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,3750,17,NO,estrés hidrico,CÓRDOBA,CERETÉ,1.5
2501,2357,2242,2355,8.863464806,-75.76246198,5/21/2015,Mecanizado,22,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7000,Algodón,SI,5/26/2015,70000,7/10/2015,9/15/2015,Manual,3800,Grano seco,Donde Cèsar,NULL,NULL,NULL,Insecticidas,OGM,DK 234 VT PRO,NULL,NULL,13300,19,SI,Fuerte Verano que se presento en la zona,CÓRDOBA,CERETÉ,3.5
2502,2035,1914,1901,9.102042313,-75.80907933,5/15/2015,Mecanizado,19,SI,0.8,0.17,Maiz,Amarillo,1,N/A,N/A,DK7088,5500,Algodón,SI,5/19/2015,60000,7/6/2015,9/25/2015,Mecanizada,2950,Grano seco,AFRICA 2015,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,33000,18,NO,,CÓRDOBA,LORICA,11.2
2503,2036,1915,2082,9.134777778,-75.78058333,5/27/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,6/1/2015,55000,7/17/2015,10/29/2015,Manual,3100,Grano seco,VILLA NATALIA,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,6200,20,NO,,CÓRDOBA,LORICA,2
2504,2038,1916,2083,9.071111111,-75.82536111,5/20/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6500,Algodón,NO,5/24/2015,55000,7/10/2015,9/27/2015,Manual,3500,Grano seco,EL TAMARINDO,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,7000,18,NO,,CÓRDOBA,LORICA,2
2506,2359,2244,2371,8.860172831,-75.76153469,5/21/2015,Mecanizado,22,NO,0.8,0.14,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),7100,Algodón,SI,5/26/2015,70000,7/11/2015,9/20/2015,Manual,5000,Grano seco,La Ceibita,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,20000,20,SI,El verano al inicio de la cosecha,CÓRDOBA,CERETÉ,4
2507,2360,2245,2372,8.870409204,-75.76088396,5/5/2015,Mecanizado,22,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,8000,Algodón,SI,5/10/2015,71000,6/27/2015,9/14/2015,Manual,6000,Grano seco,Media Tapa,NULL,NULL,NULL,Insecticidas,OGM,DK234 VTPRO,NULL,NULL,9000,21,SI,,CÓRDOBA,CERETÉ,1.5
2508,2361,2246,2374,8.870352,-75.762224,5/20/2015,Mecanizado,24,NO,0.8,0.14,Maiz,Amarillo,1,N/A,N/A,Otro,6500,Algodón,SI,5/25/2015,71000,7/12/2015,9/30/2015,Manual,5500,Grano seco,Sevilla,NULL,NULL,NULL,NULL,Hibrido,SV1035,NULL,NULL,7150,20,NO,Condiciones climáticas que afectaron la zona.,CÓRDOBA,CERETÉ,1.3
2510,2363,2248,2374,8.870054,-75.761272,5/5/2015,Mecanizado,20,NO,0.8,0.14,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6500,Algodón,SI,6/4/2015,70000,7/23/2015,9/28/2015,Manual,5500,Grano seco,La Curva,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,13200,20,SI,Condiciones climáticas que afectaron la zona.,CÓRDOBA,CERETÉ,2.4
2511,2364,2249,2375,8.922136,-75.805824,5/22/2015,Mecanizado,25,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7200,Algodón,SI,5/27/2015,71000,7/12/2015,9/27/2015,Mecanizada,5850,Grano seco,Manguelito,NULL,NULL,NULL,Insecticidas,OGM,P4082 WHR,NULL,NULL,105300,18,NO,En épocas criticas del cultivo le falto agua,CÓRDOBA,CERETÉ,18
2512,2365,2250,2375,8.871252,-75.82383,4/22/2015,Mecanizado,24,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7800,Algodón,SI,4/27/2015,70000,6/12/2015,7/5/2015,Mecanizada,27000,Ensilaje,El Comienzo 1,NULL,NULL,NULL,Insecticidas,OGM,DK 234 VTPRO,NULL,NULL,248400,NULL,NO,Se decidió cortarlo para silo debido a que la tuza por efectos del verano no lleno muy bien.,CÓRDOBA,CERETÉ,9.2
2523,2039,1917,2084,9.084138889,-75.81863889,5/16/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6300,Algodón,SI,5/20/2015,55000,7/6/2015,9/27/2015,Manual,3600,Grano seco,CHARA,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,10800,18,NO,,CÓRDOBA,LORICA,3
2525,2040,1918,2084,9.103,-75.80252778,5/17/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,SI,5/21/2015,60000,7/6/2015,10/5/2015,Manual,3800,Grano seco,LA ANTENA,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,57000,19,NO,,CÓRDOBA,LORICA,15
2526,2041,1919,2085,9.126611111,-75.81505556,5/18/2015,Mecanizado,20,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6300,Algodón,NO,5/22/2015,55000,7/5/2015,9/28/2015,Manual,2500,Grano seco,LA ESPERANZA,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,7500,18,NO,,CÓRDOBA,LORICA,3
2535,2375,2272,2375,8.873647,-75.82197,5/28/2015,Mecanizado,26,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7800,Algodón,SI,6/2/2015,71000,7/20/2015,10/15/2015,Mecanizada,5500,Grano seco,El Comienzo 2,NULL,NULL,NULL,Insecticidas,OGM,P4082 WHR,NULL,NULL,82250,17,NO,,CÓRDOBA,CERETÉ,15.5
2536,2376,2273,2355,8.876423,-75.758777,5/25/2015,Mecanizado,22,SI,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7000,Algodón,SI,5/30/2015,70000,7/15/2015,9/29/2015,Manual,3800,Grano seco,La Casa 2,NULL,NULL,NULL,Insecticidas,OGM,DK 234 VT PRO,NULL,NULL,5700,19,SI,Fuerte Verano que se presento en la zona,CÓRDOBA,CERETÉ,1.5
2539,2327,2211,2343,8.810583333,-75.80083333,5/20/2015,Mecanizado,14,SI,0.8,0.1,Maiz,Blanco,1,N/A,N/A,DK 234,4000,Algodón,NO,5/25/2015,60000,7/9/2015,9/16/2015,Manual,3500,Grano seco,DESCANSO 2,NULL,NULL,NULL,Insecticidas,OGM,,NULL,0,7000,22,SI,"La falta de precipitación en la zona, bajo los rendimientos de producción.",CÓRDOBA,MONTERÍA,2
2540,2328,2212,2340,8.822166667,-75.80244444,5/1/2015,Mecanizado,15,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234,3000,Algodón,SI,5/6/2015,42000,7/30/2015,9/9/2015,Manual,2200,Grano seco,ROTACION,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,0,19800,20,SI,Verano intenso,CÓRDOBA,MONTERÍA,9
2541,2379,2276,2343,8.812027778,-75.80075,5/15/2015,Mecanizado,15,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),4500,Algodón,NO,5/20/2015,60000,7/6/2015,9/12/2015,Manual,3800,Grano seco,DESCANSO,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,0,30400,22,SI,VERANO,CÓRDOBA,MONTERÍA,8
2545,2383,2281,1983,8.851472288,-75.75649802,5/19/2015,Mecanizado,24,NO,0.8,0.14,Maiz,Blanco,1,N/A,N/A,P4082 (Pioneer),7300,Algodón,SI,5/24/2015,71000,7/11/2015,9/10/2015,Manual,4164,Grano seco,el soto,NULL,NULL,NULL,NULL,OGM,,NULL,0,24984,18,NO,estrés hidrico,CÓRDOBA,CERETÉ,6
2550,2387,2278,2393,8.810805556,-75.81425,5/20/2015,Manual,18,NO,0.8,0.35,Maiz,Amarillo,3,N/A,N/A,PIONEER 30F35,3500,Algodón,SI,5/25/2015,50000,8/10/2015,9/15/2015,Manual,3700,Grano seco,TOLA Y MARUJA,NULL,NULL,NULL,NULL,Hibrido,,NULL,3,3700,20,SI,VERANO,CÓRDOBA,MONTERÍA,1
2553,2391,2288,2215,8.748722222,-75.82152778,5/5/2015,Mecanizado,18,SI,0.8,0.25,Maiz,Blanco,1,N/A,N/A,P4082 (Pioneer),5000,Maiz,SI,5/9/2015,80000,6/24/2015,9/11/2015,Manual,3800,Grano seco,BESITO BOLAO 2,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,1,7600,19,SI,VERANO,CÓRDOBA,MONTERÍA,2
2554,2043,1920,2086,9.081722222,-75.80933333,5/20/2015,Mecanizado,18,NO,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),4500,Algodón,SI,5/24/2015,60000,7/9/2015,9/26/2015,Mecanizada,2200,Grano seco,LOS CHUZOS,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,27500,19,NO,déficit de lluvia,CÓRDOBA,LORICA,12.5
2560,2397,2298,2398,9.042412471,-75.74108823,5/26/2015,Mecanizado,23,NO,0.8,0.14,Maiz,Blanco,1,N/A,N/A,Otro,7000,Algodón,SI,5/31/2015,62500,7/16/2015,9/25/2015,Manual,4900,Grano seco,EL ROBLAN 1,NULL,NULL,NULL,NULL,OGM,DK 234 VT PRO,NULL,NULL,24500,19,SI,El verano,CÓRDOBA,SAN PELAYO,5
2562,2044,1921,2087,9.13825,-75.81191667,5/25/2015,Manual,20,NO,0.8,0.5,Maiz,Blanco,3,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/28/2015,55000,7/13/2015,10/5/2015,Manual,2700,Grano seco,LA FORTUNA,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,8100,19,NO,,CÓRDOBA,LORICA,3
2564,2045,1922,1856,9.126166667,-75.811,5/25/2015,Mecanizado,18,SI,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,PAC 105,5000,Algodón,SI,5/30/2015,60000,7/15/2015,10/15/2015,Mecanizada,1600,Grano seco,BARQUETICA,NULL,NULL,NULL,Fungicida+Insecticida,Hibrido,,NULL,NULL,15200,17,NO,déficit de lluvia,CÓRDOBA,LORICA,9.5
2565,2046,1923,2088,9.137444444,-75.811,5/26/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/30/2015,55000,7/16/2015,10/5/2015,Manual,2000,Grano seco,SITIO NUEVO,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,6000,19,NO,déficit de lluvia,CÓRDOBA,LORICA,3
2566,2048,1924,2089,9.143805556,-75.80608333,5/16/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/20/2015,55000,7/5/2015,9/28/2015,Manual,2800,Grano seco,EL PARAMO,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,5600,18,NO,,CÓRDOBA,LORICA,2
2567,2049,1925,2078,9.127138889,-75.81772222,5/18/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,SI,5/20/2015,60000,7/5/2015,10/12/2015,Manual,3000,Grano seco,BALANDRA,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,21000,17,NO,,CÓRDOBA,LORICA,7
2569,2050,1926,2090,8.907444444,-75.68422222,6/1/2015,Manual,18,NO,0.8,0.5,Maiz,Blanco,3,N/A,N/A,P4082 (Pioneer),6000,Algodón,NO,6/4/2015,55000,7/23/2015,10/12/2015,Manual,3100,Grano seco,EL PAÑOL,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,12400,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,4
2573,2400,2301,2402,9.040012027,-75.74088581,5/20/2015,Mecanizado,24,NO,0.8,0.16,Maiz,Blanco,1,N/A,N/A,Otro,7200,Algodón,SI,5/24/2015,65500,7/14/2015,9/18/2015,Mecanizada,5000,Grano seco,El Roblon 2,NULL,NULL,NULL,NULL,OGM,P4082 WH,NULL,NULL,50000,20,NO,El verano incidió en el rendimiento.,CÓRDOBA,SAN PELAYO,10
2575,2052,1927,2091,9.139611111,-75.81008333,5/16/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/20/2015,60000,7/6/2015,9/28/2015,Manual,3200,Grano seco,VILLA CONCHI,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,25600,18,NO,,CÓRDOBA,LORICA,8
2576,2200,2079,2222,8.908,-75.68694444,5/24/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/28/2015,55000,7/15/2015,10/5/2015,Manual,4000,Grano seco,EL PAÑOL,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,6000,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,1.5
2577,2401,2302,2403,9.023119463,-75.76165259,5/30/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,PAC 105,6000,Algodón,SI,6/4/2015,65000,7/22/2015,9/29/2015,Manual,5000,Grano seco,El Gurullo,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,NULL,10000,20,SI,El verano influyo en el rendimiento.,CÓRDOBA,SAN PELAYO,2
2578,2205,2090,2227,8.923333333,-75.68686111,5/21/2015,Mecanizado,18,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/25/2015,60000,7/10/2015,9/28/2015,Manual,4200,Grano seco,LA VICTORIA,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,12600,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,3
2579,2402,2303,2404,9.040055556,-75.744075,5/20/2015,Mecanizado,16,NO,0.8,0.14,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),6000,Algodón,SI,5/25/2015,62500,7/10/2015,9/22/2015,Mecanizada,5200,Grano seco,Pereque 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,62400,20,NO,,CÓRDOBA,SAN PELAYO,12
2580,2204,2089,2226,8.9245,-75.68725,5/20/2015,Mecanizado,20,NO,0.8,0.5,Maiz,Blanco,3,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/24/2015,55000,7/10/2015,9/30/2015,Manual,4500,Grano seco,EL MANICOMIO,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,9000,19,NO,,CÓRDOBA,CIÉNAGA DE ORO,2
2581,2203,2088,2225,8.910111111,-75.68863889,5/25/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6000,Algodón,SI,5/29/2015,60000,7/14/2015,10/5/2015,Manual,4800,Grano seco,EL PAÑOL,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,14400,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,3
2582,2202,2087,2224,8.915805556,-75.68752778,5/20/2015,Manual,18,NO,0.8,0.5,Maiz,Blanco,3,N/A,N/A,DK 234 YGRR,6000,Algodón,NO,5/24/2015,60000,7/3/2015,10/5/2015,Manual,3500,Grano seco,EL TOTUMITO,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,3500,17,NO,,CÓRDOBA,CIÉNAGA DE ORO,1
