ID_EVENTO,ID_PROD,FECHA_FERT,ID_FER_QUI,TIPO_FERTILIZACION,CANTIDAD_PROD_FERTI,PROD_QUI,PROD_ORG,PROD_ENM,N,P,K
2742,2483,4/13/2015,5223,Quimica,200,AMIDAS,,,40,0,0
2742,2483,5/10/2015,5225,Quimica,100,AMIDAS,,,40,0,0
2743,2483,4/29/2015,5227,Quimica,200,AMIDAS,,,40,0,0
2743,2483,5/28/2015,5229,Quimica,100,AMIDAS,,,40,0,0
2769,2488,5/20/2015,5379,Quimica,150,AMIDAS,,,40,0,0
2770,2489,4/27/2015,5382,Quimica,100,AMIDAS,,,40,0,0
2778,2491,4/30/2015,5476,Quimica,125,AMIDAS,,,40,0,0
2801,2245,5/15/2015,5533,Quimica,100,AMIDAS,,,40,0,0
2801,2245,5/25/2015,5534,Quimica,100,AMIDAS,,,40,0,0
2804,2530,5/15/2015,5575,Quimica,150,AMIDAS,,,40,0,0
2804,2530,5/25/2015,5576,Quimica,150,AMIDAS,,,40,0,0
2811,2531,4/25/2015,5548,Quimica,150,AMIDAS,,,40,0,0
2811,2531,5/05/2015,5549,Quimica,200,AMIDAS,,,40,0,0
2824,2542,4/22/2015,5582,Quimica,175,AMIDAS,,,40,0,0
2845,2558,4/04/2015,5637,Quimica,150,AMIDAS,,,40,0,0
2845,2558,4/19/2015,5638,Quimica,125,AMIDAS,,,40,0,0
2845,2558,5/04/2015,5639,Quimica,100,AMIDAS,,,40,0,0
2847,2559,3/28/2015,5641,Quimica,150,AMIDAS,,,40,0,0
2850,2564,3/06/2015,5645,Quimica,200,AMIDAS,,,40,0,0
2850,2564,3/26/2015,5646,Quimica,200,AMIDAS,,,40,0,0
2851,2565,3/30/2015,5650,Quimica,150,AMIDAS,,,40,0,0
2851,2565,4/15/2015,5651,Quimica,150,AMIDAS,,,40,0,0
2852,2566,5/16/2015,5653,Quimica,150,AMIDAS,,,40,0,0
2852,2566,5/26/2015,5654,Quimica,150,AMIDAS,,,40,0,0
2853,2566,5/12/2015,5657,Quimica,100,AMIDAS,,,40,0,0
2853,2566,5/22/2015,5658,Quimica,150,AMIDAS,,,40,0,0
2854,2566,4/19/2015,5661,Quimica,150,AMIDAS,,,40,0,0
2854,2566,5/05/2015,5662,Quimica,150,AMIDAS,,,40,0,0
2855,2484,4/29/2015,5664,Quimica,50,AMIDAS,,,40,0,0
2855,2484,5/30/2015,5666,Quimica,100,AMIDAS,,,40,0,0
2856,2570,3/31/2015,5668,Quimica,200,AMIDAS,,,40,0,0
2856,2570,4/15/2015,5669,Quimica,200,AMIDAS,,,40,0,0
2856,2570,4/25/2015,5670,Quimica,100,AMIDAS,,,40,0,0
2857,2570,3/31/2015,5672,Quimica,200,AMIDAS,,,40,0,0
2857,2570,4/15/2015,5673,Quimica,200,AMIDAS,,,40,0,0
2857,2570,4/25/2015,5674,Quimica,200,AMIDAS,,,40,0,0
2858,2239,6/06/2015,5678,Quimica,200,AMIDAS,,,40,0,0
2908,2616,4/18/2015,5793,Quimica,100,AMIDAS,,,40,0,0
2927,2626,4/25/2015,5819,Quimica,150,AMIDAS,,,40,0,0
2927,2626,5/05/2015,5820,Quimica,150,AMIDAS,,,40,0,0
2929,1861,4/10/2015,5824,Quimica,100,AMIDAS,,,40,0,0
2929,1861,4/22/2015,5825,Quimica,100,AMIDAS,,,40,0,0
2930,2642,3/28/2015,5831,Quimica,100,AMIDAS,,,40,0,0
2930,2642,4/13/2015,5832,Quimica,100,AMIDAS,,,40,0,0
2932,2643,4/30/2015,5840,Quimica,150,AMIDAS,,,40,0,0
2933,2489,4/24/2015,5842,Quimica,150,AMIDAS,,,40,0,0
2933,2489,5/25/2015,5844,Quimica,150,AMIDAS,,,40,0,0
2956,2642,3/14/2015,5897,Quimica,150,AMIDAS,,,40,0,0
2956,2642,3/29/2015,5898,Quimica,100,AMIDAS,,,40,0,0
2956,2642,4/15/2015,5899,Quimica,100,AMIDAS,,,40,0,0
2957,2190,5/20/2015,5903,Quimica,200,AMIDAS,,,40,0,0
2957,2190,4/14/2015,5904,Quimica,50,AMIDAS,,,40,0,0
2958,2650,4/25/2015,5906,Quimica,100,AMIDAS,,,40,0,0
2958,2650,5/05/2015,5907,Quimica,50,AMIDAS,,,40,0,0
2958,2650,5/20/2015,5908,Quimica,150,AMIDAS,,,40,0,0
2959,2650,4/24/2015,5910,Quimica,100,AMIDAS,,,40,0,0
2959,2650,5/09/2015,5911,Quimica,50,AMIDAS,,,40,0,0
2959,2650,5/24/2015,5912,Quimica,150,AMIDAS,,,40,0,0
2960,2650,4/25/2015,5914,Quimica,100,AMIDAS,,,40,0,0
2960,2650,5/05/2015,5915,Quimica,100,AMIDAS,,,40,0,0
2960,2650,5/15/2015,5916,Quimica,100,AMIDAS,,,40,0,0
2961,2651,6/09/2015,5917,Quimica,50,AMIDAS,,,40,0,0
2962,2652,5/02/2015,5921,Quimica,150,AMIDAS,,,40,0,0
2962,2652,5/12/2015,5922,Quimica,150,AMIDAS,,,40,0,0
2962,2652,5/22/2015,5923,Quimica,150,AMIDAS,,,40,0,0
2963,2513,6/10/2015,5927,Quimica,100,AMIDAS,,,40,0,0
2969,2655,5/10/2015,5931,Quimica,150,AMIDAS,,,40,0,0
2971,1870,5/10/2015,5936,Quimica,50,AMIDAS,,,40,0,0
2971,1870,5/24/2015,5937,Quimica,50,AMIDAS,,,40,0,0
2971,1870,6/10/2015,5938,Quimica,150,AMIDAS,,,40,0,0
2971,1870,6/20/2015,5939,Quimica,100,AMIDAS,,,40,0,0
2972,1870,5/15/2015,5940,Quimica,50,AMIDAS,,,40,0,0
2972,1870,5/30/2015,5941,Quimica,50,AMIDAS,,,40,0,0
2972,1870,6/15/2015,5942,Quimica,150,AMIDAS,,,40,0,0
2972,1870,6/30/2015,5943,Quimica,100,AMIDAS,,,40,0,0
2974,2650,4/27/2015,5948,Quimica,100,AMIDAS,,,40,0,0
2974,2650,5/10/2015,5949,Quimica,50,AMIDAS,,,40,0,0
2974,2650,5/20/2015,5950,Quimica,150,AMIDAS,,,40,0,0
2981,2488,6/10/2015,5956,Quimica,150,AMIDAS,,,40,0,0
2983,2157,4/13/2015,5963,Quimica,200,AMIDAS,,,40,0,0
2983,2157,4/23/2015,5964,Quimica,200,AMIDAS,,,40,0,0
3152,2818,9/16/2015,6335,Quimica,150,AMIDAS,,,40,0,0
3153,2817,8/23/2016,6339,Quimica,250,AMIDAS,,,40,0,0
3153,2817,10/15/2015,6340,Quimica,150,AMIDAS,,,40,0,0
3154,2815,10/02/2015,6344,Quimica,150,AMIDAS,,,40,0,0
3155,2816,9/12/2015,6347,Quimica,100,AMIDAS,,,40,0,0
3162,1744,10/30/2015,6371,Quimica,150,AMIDAS,,,40,0,0
3162,1744,11/10/2015,6372,Quimica,100,AMIDAS,,,40,0,0
3163,2814,11/29/2015,6378,Quimica,100,AMIDAS,,,40,0,0
3166,1750,9/30/2015,6380,Quimica,100,AMIDAS,,,40,0,0
3166,1750,11/10/2015,6381,Quimica,200,AMIDAS,,,40,0,0
3166,1750,11/22/2015,6382,Quimica,100,AMIDAS,,,40,0,0
3170,2696,10/21/2015,6390,Quimica,100,AMIDAS,,,40,0,0
3170,2696,10/29/2015,6391,Quimica,100,AMIDAS,,,40,0,0
3170,2696,11/10/2015,6392,Quimica,100,AMIDAS,,,40,0,0
3171,2696,10/26/2015,6393,Quimica,100,AMIDAS,,,40,0,0
3171,2696,11/03/2015,6394,Quimica,100,AMIDAS,,,40,0,0
3171,2696,11/15/2015,6395,Quimica,100,AMIDAS,,,40,0,0
3172,2843,10/23/2015,6396,Quimica,100,AMIDAS,,,40,0,0
3172,2843,11/06/2015,6398,Quimica,100,AMIDAS,,,40,0,0
3173,2843,10/24/2015,6399,Quimica,100,AMIDAS,,,40,0,0
3173,2843,11/04/2015,6400,Quimica,100,AMIDAS,,,40,0,0
3185,2843,10/17/2015,6427,Quimica,100,AMIDAS,,,40,0,0
3185,2843,10/25/2015,6428,Quimica,75,AMIDAS,,,40,0,0
3235,2867,10/27/2015,6532,Quimica,100,AMIDAS,,,40,0,0
3250,2879,10/23/2015,6561,Quimica,100,AMIDAS,,,40,0,0
3251,2879,10/22/2015,6563,Quimica,100,AMIDAS,,,40,0,0
3253,2882,10/26/2015,6567,Quimica,100,AMIDAS,,,40,0,0
3254,2883,10/22/2015,6568,Quimica,100,AMIDAS,,,40,0,0
3290,2907,10/25/2015,6624,Quimica,100,AMIDAS,,,40,0,0
3291,2907,10/24/2015,6626,Quimica,100,AMIDAS,,,40,0,0
3292,2908,10/20/2015,6629,Quimica,100,AMIDAS,,,40,0,0
3304,2917,10/11/2015,6645,Quimica,100,AMIDAS,,,40,0,0
3305,2918,10/12/2015,6647,Quimica,100,AMIDAS,,,40,0,0
3305,2918,10/20/2015,6648,Quimica,100,AMIDAS,,,40,0,0
3306,2919,10/11/2015,6649,Quimica,100,AMIDAS,,,40,0,0
3306,2919,10/18/2015,6650,Quimica,100,AMIDAS,,,40,0,0
3307,2919,10/12/2015,6651,Quimica,100,AMIDAS,,,40,0,0
3307,2919,10/19/2015,6652,Quimica,100,AMIDAS,,,40,0,0
3308,2920,10/25/2015,6654,Quimica,50,AMIDAS,,,40,0,0
3309,2920,10/26/2015,6656,Quimica,50,AMIDAS,,,40,0,0
3319,2927,10/22/2015,6677,Quimica,100,AMIDAS,,,40,0,0
3320,2927,10/21/2015,6682,Quimica,100,AMIDAS,,,40,0,0
3323,2929,10/20/2015,6688,Quimica,100,AMIDAS,,,40,0,0
3324,2929,10/19/2015,6690,Quimica,100,AMIDAS,,,40,0,0
3325,2934,10/21/2015,6693,Quimica,75,AMIDAS,,,40,0,0
3326,2934,10/22/2015,6695,Quimica,75,AMIDAS,,,40,0,0
3431,3456,5/03/2016,6916,Quimica,150,AMIDAS,,,40,0,0
3436,3420,2/01/2016,6953,Quimica,50,AMIDAS,,,40,0,0
3436,3420,2/11/2016,6958,Quimica,50,AMIDAS,,,40,0,0
3436,3420,2/21/2016,6960,Quimica,50,AMIDAS,,,40,0,0
3441,3466,5/04/2016,6949,Quimica,150,AMIDAS,,,40,0,0
3459,3477,5/05/2016,7030,Quimica,200,AMIDAS,,,40,0,0
3462,3479,5/05/2016,7036,Quimica,200,AMIDAS,,,40,0,0
3485,3496,5/07/2016,7068,Quimica,200,AMIDAS,,,40,0,0
3488,3499,5/10/2016,7077,Quimica,200,AMIDAS,,,40,0,0
3489,3500,5/06/2016,7080,Quimica,200,AMIDAS,,,40,0,0
3583,3580,5/13/2016,7344,Quimica,200,AMIDAS,,,40,0,0
3599,3581,4/30/2016,7351,Quimica,200,AMIDAS,,,40,0,0
3600,3582,5/05/2016,7364,Quimica,200,AMIDAS,,,40,0,0
3628,3598,5/10/2016,7442,Quimica,200,AMIDAS,,,40,0,0
3653,3604,5/05/2016,7481,Quimica,200,AMIDAS,,,40,0,0
3665,3610,5/07/2016,7525,Quimica,200,AMIDAS,,,40,0,0
3668,3612,4/28/2016,7531,Quimica,200,AMIDAS,,,40,0,0
3670,3614,5/03/2016,7537,Quimica,200,AMIDAS,,,40,0,0
3673,3617,5/11/2016,7546,Quimica,200,AMIDAS,,,40,0,0
3675,3619,5/05/2016,7551,Quimica,200,AMIDAS,,,40,0,0
3676,3621,4/29/2016,7554,Quimica,200,AMIDAS,,,40,0,0
3677,3622,5/05/2016,8375,Quimica,200,AMIDAS,,,40,0,0
3683,3643,5/02/2016,7569,Quimica,200,AMIDAS,,,40,0,0
3685,3645,5/10/2016,7575,Quimica,200,AMIDAS,,,40,0,0
3715,3715,5/05/2016,7630,Quimica,200,AMIDAS,,,40,0,0
3719,3716,5/10/2016,7640,Quimica,200,AMIDAS,,,40,0,0
3721,3764,5/10/2016,7648,Quimica,200,AMIDAS,,,40,0,0
3738,3794,5/07/2016,7692,Quimica,250,AMIDAS,,,40,0,0
3752,3798,5/05/2016,7726,Quimica,200,AMIDAS,,,40,0,0
3754,3799,5/06/2016,7729,Quimica,200,AMIDAS,,,40,0,0
3763,3804,5/06/2016,7753,Quimica,200,AMIDAS,,,40,0,0
3789,3831,4/12/2016,7812,Quimica,200,AMIDAS,,,40,0,0
3796,3835,5/04/2016,7824,Quimica,200,AMIDAS,,,40,0,0
3797,3687,5/02/2016,7830,Quimica,200,AMIDAS,,,40,0,0
3801,3462,5/06/2016,7838,Quimica,200,AMIDAS,,,40,0,0
3822,3863,5/05/2016,7884,Quimica,200,AMIDAS,,,40,0,0
3823,3869,4/30/2016,7887,Quimica,200,AMIDAS,,,40,0,0
3968,3465,5/06/2016,8150,Quimica,200,AMIDAS,,,40,0,0
3970,4445,4/26/2016,8153,Quimica,200,AMIDAS,,,40,0,0
3971,4456,4/29/2016,8174,Quimica,200,AMIDAS,,,40,0,0
3978,3605,4/29/2016,8177,Quimica,200,AMIDAS,,,40,0,0
3980,4511,5/18/2016,8180,Quimica,200,AMIDAS,,,40,0,0
4148,3798,4/30/2016,8219,Quimica,200,AMIDAS,,,40,0,0
4317,3611,5/04/2016,8380,Quimica,200,AMIDAS,,,40,0,0
4319,3478,5/05/2016,8385,Quimica,200,AMIDAS,,,40,0,0
4329,3596,5/04/2016,8404,Quimica,200,AMIDAS,,,40,0,0
4344,3480,4/30/2016,8439,Quimica,200,AMIDAS,,,40,0,0
1279,1066,8/30/2014,1780,Quimica,150,ANDINO,,,12,28,12
1281,1067,8/11/2014,1794,Quimica,150,ANDINO,,,12,28,12
2256,1065,4/06/2015,5628,Quimica,150,ANDINO,,,12,28,12
2268,1724,4/29/2015,3975,Quimica,50,ANDINO,,,12,28,12
2825,1736,4/02/2015,5598,Quimica,150,ANDINO,,,12,28,12
3026,2613,8/13/2015,6121,Quimica,200,ANDINO,,,12,28,12
3028,2706,8/19/2015,6124,Quimica,200,ANDINO,,,12,28,12
3461,3044,3/03/2016,7056,Quimica,120,ANDINO,,,12,28,12
3517,2962,3/08/2016,7118,Quimica,150,ANDINO,,,12,28,12
3517,2962,3/23/2016,7119,Quimica,50,ANDINO,,,12,28,12
3518,2961,3/22/2016,7122,Quimica,150,ANDINO,,,12,28,12
3518,2961,4/07/2016,7123,Quimica,50,ANDINO,,,12,28,12
3519,2953,3/20/2016,7126,Quimica,175,ANDINO,,,12,28,12
3534,3048,3/05/2016,7173,Quimica,200,ANDINO,,,12,28,12
3543,2969,2/10/2016,7204,Quimica,150,ANDINO,,,12,28,12
3545,2969,2/14/2016,7212,Quimica,150,ANDINO,,,12,28,12
3555,2952,2/27/2016,7241,Quimica,150,ANDINO,,,12,28,12
3559,3037,3/22/2016,7258,Quimica,250,ANDINO,,,12,28,12
3568,3005,2/29/2016,7289,Quimica,150,ANDINO,,,12,28,12
3570,2974,2/08/2016,7296,Quimica,200,ANDINO,,,12,28,12
3571,2980,2/10/2016,7299,Quimica,100,ANDINO,,,12,28,12
3573,2979,3/24/2016,7305,Quimica,350,ANDINO,,,12,28,12
3576,2997,2/29/2016,7315,Quimica,150,ANDINO,,,12,28,12
3577,2991,3/05/2016,7319,Quimica,150,ANDINO,,,12,28,12
3582,2989,2/16/2016,7337,Quimica,150,ANDINO,,,12,28,12
3585,3012,2/20/2016,7346,Quimica,150,ANDINO,,,12,28,12
3601,2992,3/25/2016,7352,Quimica,150,ANDINO,,,12,28,12
3601,2992,4/15/2016,7353,Quimica,200,ANDINO,,,12,28,12
3612,2962,3/09/2016,7391,Quimica,150,ANDINO,,,12,28,12
3612,2962,3/23/2016,7392,Quimica,50,ANDINO,,,12,28,12
3612,2962,4/08/2016,7393,Quimica,250,ANDINO,,,12,28,12
3614,2984,2/16/2016,7399,Quimica,150,ANDINO,,,12,28,12
3619,2965,3/11/2016,7411,Quimica,150,ANDINO,,,12,28,12
3620,2981,2/13/2016,7418,Quimica,150,ANDINO,,,12,28,12
3624,3014,3/02/2016,7428,Quimica,150,ANDINO,,,12,28,12
3625,3014,3/12/2016,7431,Quimica,150,ANDINO,,,12,28,12
3642,2961,3/09/2016,7448,Quimica,150,ANDINO,,,12,28,12
3642,2961,3/23/2016,7449,Quimica,50,ANDINO,,,12,28,12
3654,3040,3/03/2016,7482,Quimica,175,ANDINO,,,12,28,12
3655,3040,3/19/2016,7486,Quimica,175,ANDINO,,,12,28,12
3700,3093,3/18/2016,7595,Quimica,200,ANDINO,,,12,28,12
3702,3071,3/18/2016,7601,Quimica,200,ANDINO,,,12,28,12
4168,3094,3/01/2016,8261,Quimica,200,ANDINO,,,12,28,12
4169,3094,3/04/2016,8264,Quimica,200,ANDINO,,,12,28,12
4342,4704,3/15/2016,8435,Quimica,250,ANDINO,,,12,28,12
4466,4644,4/12/2016,8911,Quimica,250,ANDINO,,,12,28,12
4721,4662,3/05/2016,9747,Quimica,250,ANDINO,,,12,28,12
2118,2023,7/06/2015,3621,Quimica,1,Azuco,,,NA,NA,NA
3534,3048,4/05/2016,7174,Quimica,2,BORO,,,NA,NA,NA
2535,2375,7/02/2015,4579,Quimica,1,Boro 5,,,NA,NA,NA
2268,1724,5/09/2015,3985,Quimica,1,BORO STOLLER,,,NA,NA,NA
2050,1919,7/23/2015,3517,Quimica,0,3,BOROSOL,,,NA,NA,NA
3534,3048,4/05/2016,7174,Quimica,20,Borozinc,,,3,NA,NA
3565,3007,3/20/2016,7281,Quimica,20,Borozinc,,,3,NA,NA
4522,4797,3/29/2016,9087,Quimica,80000,Borozinc,,,3,NA,NA
2018,1894,7/23/2015,3463,Quimica,1,borozinco,,,NA,NA,NA
4308,4664,5/05/2016,8339,Quimica,50,cafetero,,,17,6,18
4531,4686,3/20/2016,9112,Quimica,50,CAFETERO,,,17,6,18
3031,2705,9/10/2015,6144,Quimica,400,CALFOS,,,NA,9,NA
3363,3077,3/25/2016,6779,Quimica,92,CAMPOFER,,,NA,5,NA
3366,3085,2/26/2016,6785,Quimica,115,CAMPOFOS,,,12,61,NA
2911,2619,2/09/2016,6284,Quimica,50,Caramelo,,,15,11,6
3351,2982,4/28/2016,6747,Quimica,100,CLORURO DE POTASIO,,,0,0,60
1660,518,10/08/2013,2481,Quimica,50,CLORURO DE POTASIO,,,0,0,60
866,717,5/09/2014,1178,Quimica,100,CLORURO DE POTASIO,,,0,0,60
1653,506,10/10/2013,2426,Quimica,100,CLORURO DE POTASIO,,,0,0,60
1654,720,9/28/2013,2430,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1655,720,9/20/2013,2436,Quimica,100,CLORURO DE POTASIO,,,0,0,60
1656,899,10/04/2014,2444,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1656,899,10/14/2014,2447,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1656,899,10/24/2014,2449,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1657,514,10/23/2013,2456,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1657,514,11/03/2013,2458,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1658,516,10/07/2013,2462,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1659,518,10/07/2013,2471,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1659,518,10/22/2013,2474,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1659,518,11/02/2013,2476,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1662,520,9/25/2013,2486,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1662,520,10/14/2013,2489,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1664,521,10/14/2013,2506,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1664,521,10/24/2013,2508,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1669,525,10/09/2013,2528,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1669,525,10/19/2013,2531,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1670,526,10/19/2013,2536,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1658,516,11/02/2013,2466,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1670,526,10/09/2013,2535,Quimica,50,CLORURO DE POTASIO,,,0,0,60
1711,974,4/12/2014,2705,Quimica,100,CLORURO DE POTASIO,,,0,0,60
1786,1511,9/19/2014,2898,Quimica,60,compofos,,,0,21,0
2314,2237,7/23/2015,4130,Quimica,1,crecer,,,NA,NA,NA
681,538,10/04/2013,731,Quimica,1,CRECER 500,,,NA,NA,NA
769,732,7/05/2014,966,Quimica,1,CRECER 500 FOLIAR,,,NA,NA,NA
1788,1512,11/27/2014,2906,Quimica,1,CRECER500,,,NA,NA,NA
4307,4660,4/15/2016,8330,Quimica,100,dap,,,18,46,NA
427,447,9/06/2013,642,Quimica,197,DISAN,,,NA,NA,NA
2145,2030,7/13/2015,3667,Quimica,100,ECOFERTIL,,,42,0,5
2145,2030,6/30/2015,3668,Quimica,100,ECOFERTIL,,,42,0,5
3368,3087,4/18/2016,6791,Quimica,0,5,ELEMENTOS MENO,,,NA,NA,NA
2020,1896,6/07/2015,3466,Quimica,100,embajador,,,20,4,18
2508,2374,6/14/2015,4496,Quimica,110,Embajador,,,20,4,18
2510,2374,6/22/2015,4498,Quimica,100,Embajador,,,20,4,18
2545,1983,6/09/2015,4601,Quimica,125,embajador,,,20,4,18
2723,2463,6/05/2015,5166,Quimica,125,Embajador,,,20,4,18
2020,1896,6/22/2015,3467,Quimica,100,embajador ,,,20,4,18
2035,1924,6/18/2015,3487,Quimica,200,embajador ,,,20,4,18
2035,1924,7/05/2015,3488,Quimica,150,embajador ,,,20,4,18
3432,3457,5/07/2016,6919,Quimica,200,Estado tres,,,24,0,17
3432,3457,4/22/2016,6918,Quimica,200,Estado-3,,,24,0,17
1677,206,5/05/2013,2576,Quimica,150,FASE III,,,24,0,17
1688,217,5/07/2013,2629,Quimica,200,FASE III,,,24,0,17
1675,200,5/28/2013,2568,Quimica,100,FASE III,,,24,0,17
1675,200,6/10/2013,2570,Quimica,150,FASE III,,,24,0,17
1676,205,6/02/2013,2573,Quimica,100,FASE III,,,24,0,17
1676,205,6/18/2013,2575,Quimica,100,FASE III,,,24,0,17
3417,3439,4/23/2016,6877,Quimica,200,FASE III,,,24,0,17
4307,4660,4/15/2016,8335,Quimica,2,felino,,,1,NA,NA
3530,2951,3/09/2016,7161,Quimica,50,FERTICH,,,5,12,5
3582,2989,3/17/2016,7338,Quimica,25,FERTICH,,,5,12,5
2021,1897,7/01/2015,3470,Quimica,1,FERTITEC,,,10,30,10
1700,970,6/15/2013,2668,Quimica,1,fertivan,,,NA,NA,NA
16,34,4/05/2013,165,Quimica,100,Fosfato diamonico DAP,,,18,46,0
358,231,3/10/2013,233,Quimica,100,Fosfato diamonico DAP,,,18,46,0
359,233,3/10/2013,237,Quimica,100,Fosfato diamonico DAP,,,18,46,0
359,233,3/11/2013,242,Quimica,150,Fosfato diamonico DAP,,,18,46,0
386,356,3/13/2013,269,Quimica,100,Fosfato diamonico DAP,,,18,46,0
468,391,10/09/2013,380,Quimica,100,Fosfato diamonico DAP,,,18,46,0
468,391,10/09/2013,381,Quimica,100,Fosfato diamonico DAP,,,18,46,0
510,388,9/29/2013,491,Quimica,50,Fosfato diamonico DAP,,,18,46,0
511,387,10/03/2013,498,Quimica,50,Fosfato diamonico DAP,,,18,46,0
611,536,11/12/2013,610,Quimica,25,Fosfato diamonico DAP,,,18,46,0
611,536,12/06/2013,614,Quimica,25,Fosfato diamonico DAP,,,18,46,0
668,598,4/04/2014,735,Quimica,100,Fosfato diamonico DAP,,,18,46,0
671,604,3/20/2014,732,Quimica,100,Fosfato diamonico DAP,,,18,46,0
672,606,5/17/2014,773,Quimica,50,Fosfato diamonico DAP,,,18,46,0
673,602,5/12/2014,781,Quimica,100,Fosfato diamonico DAP,,,18,46,0
674,605,4/26/2014,784,Quimica,100,Fosfato diamonico DAP,,,18,46,0
675,600,4/21/2014,793,Quimica,50,Fosfato diamonico DAP,,,18,46,0
676,607,3/20/2014,776,Quimica,100,Fosfato diamonico DAP,,,18,46,0
678,603,4/19/2014,726,Quimica,50,Fosfato diamonico DAP,,,18,46,0
697,688,3/22/2014,752,Quimica,100,Fosfato diamonico DAP,,,18,46,0
699,391,4/27/2014,754,Quimica,50,Fosfato diamonico DAP,,,18,46,0
700,391,4/27/2014,946,Quimica,50,Fosfato diamonico DAP,,,18,46,0
701,599,5/17/2014,767,Quimica,50,Fosfato diamonico DAP,,,18,46,0
723,673,3/24/2014,866,Quimica,100,Fosfato diamonico DAP,,,18,46,0
724,672,3/17/2014,868,Quimica,100,Fosfato diamonico DAP,,,18,46,0
724,672,3/31/2014,869,Quimica,100,Fosfato diamonico DAP,,,18,46,0
725,673,4/01/2014,870,Quimica,100,Fosfato diamonico DAP,,,18,46,0
725,673,4/15/2014,871,Quimica,100,Fosfato diamonico DAP,,,18,46,0
726,672,4/01/2014,875,Quimica,100,Fosfato diamonico DAP,,,18,46,0
726,672,4/16/2014,876,Quimica,100,Fosfato diamonico DAP,,,18,46,0
727,672,3/17/2014,877,Quimica,100,Fosfato diamonico DAP,,,18,46,0
727,672,4/07/2014,878,Quimica,100,Fosfato diamonico DAP,,,18,46,0
737,630,3/18/2014,916,Quimica,50,Fosfato diamonico DAP,,,18,46,0
737,630,4/10/2014,920,Quimica,50,Fosfato diamonico DAP,,,18,46,0
761,726,4/19/2014,940,Quimica,100,Fosfato diamonico DAP,,,18,46,0
762,688,3/22/2014,944,Quimica,100,Fosfato diamonico DAP,,,18,46,0
771,734,2/27/2014,971,Quimica,300,Fosfato diamonico DAP,,,18,46,0
772,736,2/27/2014,974,Quimica,300,Fosfato diamonico DAP,,,18,46,0
775,739,2/18/2014,985,Quimica,300,Fosfato diamonico DAP,,,18,46,0
785,749,5/26/2014,1015,Quimica,50,Fosfato diamonico DAP,,,18,46,0
786,750,8/27/2013,1022,Quimica,50,Fosfato diamonico DAP,,,18,46,0
791,425,11/02/2013,1030,Quimica,75,Fosfato diamonico DAP,,,18,46,0
792,757,2/27/2014,2951,Quimica,300,Fosfato diamonico DAP,,,18,46,0
797,417,9/17/2013,1034,Quimica,50,Fosfato diamonico DAP,,,18,46,0
804,418,9/29/2013,1039,Quimica,75,Fosfato diamonico DAP,,,18,46,0
805,413,7/19/2013,1042,Quimica,50,Fosfato diamonico DAP,,,18,46,0
816,827,3/26/2014,1068,Quimica,25,Fosfato diamonico DAP,,,18,46,0
817,828,5/15/2014,1074,Quimica,50,Fosfato diamonico DAP,,,18,46,0
820,831,5/20/2014,1082,Quimica,75,Fosfato diamonico DAP,,,18,46,0
838,849,5/10/2014,1137,Quimica,50,Fosfato diamonico DAP,,,18,46,0
840,850,5/23/2014,1146,Quimica,50,Fosfato diamonico DAP,,,18,46,0
853,387,9/08/2014,1157,Quimica,100,Fosfato diamonico DAP,,,18,46,0
866,717,5/09/2014,1177,Quimica,150,Fosfato diamonico DAP,,,18,46,0
886,733,2/27/2014,1216,Quimica,300,Fosfato diamonico DAP,,,18,46,0
888,878,3/05/2014,1223,Quimica,185,Fosfato diamonico DAP,,,18,46,0
895,725,10/23/2014,3105,Quimica,150,Fosfato diamonico DAP,,,18,46,0
952,635,8/31/2014,1264,Quimica,50,Fosfato diamonico DAP,,,18,46,0
953,236,9/03/2014,1397,Quimica,100,Fosfato diamonico DAP,,,18,46,0
954,236,9/03/2014,1267,Quimica,50,Fosfato diamonico DAP,,,18,46,0
955,156,3/31/2014,1270,Quimica,100,Fosfato diamonico DAP,,,18,46,0
955,156,3/31/2014,1270,Quimica,100,Fosfato diamonico DAP,,,18,46,0
1009,635,4/24/2014,1353,Quimica,100,Fosfato diamonico DAP,,,18,46,0
1013,635,9/03/2014,1359,Quimica,75,Fosfato diamonico DAP,,,18,46,0
1016,948,9/10/2014,1365,Quimica,100,Fosfato diamonico DAP,,,18,46,0
1017,943,9/29/2014,1369,Quimica,100,Fosfato diamonico DAP,,,18,46,0
