ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,AREA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Antes_Siem,ContEnfQui_Siem_Eme,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Antes_Siem,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose
2091,1912,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,3.5,5244.186046511628,5.0,46.0,74.0,71000.0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
2092,1913,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,NO,7.0,4476.744186046512,5.0,78.0,48.0,75000.0,17,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0
2098,1940,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2.3,2511.6279069767443,4.0,19.0,108.0,60000.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2099,1939,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2.0,1130.2325581395348,4.0,48.0,78.0,60000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2100,1938,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,6.0,2883.720930232558,4.0,49.0,74.0,55000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2101,1937,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,1.0,2232.558139534884,4.0,48.0,82.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2102,1936,Mecanizado,SI,DK7088,Algodón,SI,Mecanizada,NO,15.1,3013.953488372093,4.0,80.0,46.0,62000.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2103,1935,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,2.0,4744.186046511628,4.0,47.0,77.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2104,1934,Manual,SI,PAC 105,Algodón,NO,Manual,NO,1.0,1674.4186046511627,4.0,47.0,84.0,55000.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2105,1932,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,1601.1627906976744,3.0,48.0,81.0,60000.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2107,1946,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,11.0,6511.627906976744,5.0,48.0,76.0,74000.0,16,0,0,0,1,0,0,0,0,0,2,1,0,0,1,9,2
2109,1933,Mecanizado,SI,DK 234,Algodón,SI,Mecanizada,NO,26.0,3069.767441860465,4.0,49.0,78.0,60000.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2110,1947,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,5.0,4534.883720930232,5.0,47.0,80.0,72000.0,17,0,0,1,0,0,0,0,0,0,2,3,0,0,1,3,0
2111,1948,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,5.0,5695.348837209303,5.0,48.0,74.0,73000.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2113,1950,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2.2,4709.302325581395,20.0,36.0,77.0,73000.0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2117,1952,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,1.3,4897.674418604651,5.0,45.0,80.0,72000.0,16,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0
2118,1953,Mecanizado,NO,DK 234,Algodón,SI,Manual,SI,3.0,4897.674418604651,5.0,48.0,76.0,72000.0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2119,1954,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,14.0,6009.069767441861,5.0,47.0,79.0,72000.0,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2
2120,1955,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6.0,5368.604651162791,5.0,42.0,81.0,73000.0,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,4,0
2126,1929,Manual,NO,DK 234 YGRR,Frijol,SI,Manual,NO,1.0,3255.813953488372,5.0,56.0,57.0,62000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,1927,Manual,NO,PIONEER 30F35,Frijol,SI,Manual,NO,1.0,2354.651162790697,5.0,54.0,63.0,62000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2129,1926,Mecanizado,NO,Otro,Frijol,SI,Mecanizada,SI,9.0,2790.6976744186045,5.0,46.0,100.0,55000.0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2130,1925,Mecanizado,NO,P4082 (Pioneer),Pastos,SI,Mecanizada,NO,10.5,4595.348837209303,3.0,51.0,64.0,75000.0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2132,1923,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,9.0,2679.06976744186,5.0,53.0,64.0,55000.0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2134,1921,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,2.0,4186.0465116279065,5.0,46.0,68.0,65000.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,1920,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Mecanizada,NO,42.0,6865.116279069768,8.0,46.0,83.0,75000.0,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
2136,1919,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,7.0,4534.883720930232,5.0,51.0,72.0,75000.0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2137,1918,Mecanizado,NO,ICA V 156,Algodón,SI,Manual,NO,4.5,2790.6976744186045,4.0,51.0,67.0,75000.0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0
2138,1917,Mecanizado,NO,DK 234,Algodón,SI,Mecanizada,NO,21.0,3534.883720930233,15.0,46.0,68.0,62500.0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
2140,1915,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,2.0,4539.53488372093,5.0,45.0,71.0,62500.0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2143,1961,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2.0,3441.860465116279,4.0,48.0,68.0,60000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2145,1962,Mecanizado,SI,P4082 (Pioneer),Algodón,NO,Manual,NO,2.0,2825.5813953488373,0.0,50.0,77.0,60000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2153,1976,Mecanizado,NO,DK 234,Pastos,NO,Manual,SI,1.0,4186.0465116279065,7.0,55.0,73.0,13500.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,1977,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,SI,3.5,4465.116279069767,5.0,45.0,98.0,60000.0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2157,2000,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,SI,9.0,1695.3488372093022,7.0,51.0,60.0,50000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2158,2003,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,2.0,4625.581395348837,5.0,47.0,69.0,75000.0,17,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2159,2004,Mecanizado,SI,DK 234,Algodón,SI,Mecanizada,NO,9.0,5086.046511627907,5.0,49.0,77.0,72000.0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2160,2005,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2.0,4709.302325581395,5.0,47.0,79.0,73000.0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2161,2006,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,3.0,4991.86046511628,5.0,48.0,78.0,72000.0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
2163,2007,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,2.0,5116.279069767442,5.0,48.0,75.0,73000.0,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7,0
2164,1998,Mecanizado,SI,Otro,Pastos,SI,Mecanizada,SI,5.5,1871.6279069767445,5.0,45.0,83.0,62500.0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2165,2008,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,5.0,5339.53488372093,5.0,45.0,82.0,72000.0,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0
2166,1997,Mecanizado,SI,PAC 105,Algodón,SI,Mecanizada,SI,3.0,1804.8837209302324,5.0,46.0,89.0,62500.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2167,2009,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,4.0,4897.674418604651,5.0,47.0,79.0,73000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0
2184,1966,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Mecanizada,NO,15.0,2919.767441860465,4.0,49.0,85.0,55000.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2188,1968,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2.5,3861.627906976744,6.0,45.0,81.0,60000.0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
2206,1992,Mecanizado,NO,Otro,Maiz,NO,Manual,SI,1.0,1976.744186046512,5.0,51.0,58.0,71452.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2207,2081,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,SI,1.0,3813.953488372093,5.0,45.0,89.0,70000.0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2211,2082,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.5,5116.279069767442,5.0,46.0,75.0,72000.0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2214,1978,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1.0,3488.372093023256,5.0,53.0,63.0,62500.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
2216,1989,Manual,NO,DK 234 YGRR,Algodón,SI,Manual,NO,1.0,4409.302325581395,5.0,50.0,71.0,66666.0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2218,1988,Manual,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,1.5,3344.0232558139533,5.0,46.0,72.0,62500.0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
2220,1987,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,1.3,2250.0,5.0,48.0,71.0,62500.0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2222,1985,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,1.5,6312.093023255814,5.0,46.0,76.0,75000.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2224,1984,Mecanizado,NO,PIONEER 30F35,Algodón,SI,Manual,NO,1.0,3627.9069767441856,10.0,40.0,57.0,62500.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2225,1983,Mecanizado,NO,PIONEER 30F35,Algodón,SI,Manual,NO,1.5,1931.8604651162789,10.0,40.0,62.0,45000.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2228,1981,Manual,SI,DK 234 YGRR,Algodón,SI,Manual,NO,3.0,4186.0465116279065,4.0,51.0,65.0,75000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2229,1980,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1.0,3720.9302325581393,5.0,47.0,68.0,75000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2233,2091,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.0,4958.139534883721,5.0,46.0,75.0,71000.0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
2234,2092,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,2.0,3527.906976744186,5.0,45.0,79.0,72000.0,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2235,2093,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.0,4672.093023255814,5.0,45.0,79.0,71000.0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2236,2094,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,3.0,5115.116279069768,5.0,46.0,79.0,72000.0,18,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0
2237,2095,Mecanizado,NO,PIONEER 30F32,Algodón,SI,Manual,SI,1.0,4520.930232558139,5.0,47.0,70.0,72000.0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0
2238,2096,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,1.0,4576.744186046512,5.0,46.0,75.0,70000.0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
2241,2113,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,8.9,3422.9651162790697,5.0,51.0,69.0,62500.0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
2242,2112,Mecanizado,NO,Impacto (Syngenta),Algodón,SI,Mecanizada,SI,6.0,4418.604651162791,5.0,45.0,77.0,75000.0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2243,2097,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1.0,1860.4651162790697,5.0,53.0,65.0,75000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2267,2111,Mecanizado,NO,Otro,Algodón,SI,Mecanizada,SI,6.0,4125.348837209303,5.0,38.0,92.0,62500.0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
2275,2154,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,2.0,4862.790697674419,5.0,47.0,78.0,73000.0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2277,2155,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,3.0,4709.302325581395,5.0,48.0,74.0,70000.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2280,2102,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1.0,2755.813953488372,8.0,55.0,60.0,75000.0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
2281,2157,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,1.0,4672.093023255814,5.0,46.0,74.0,71000.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2282,2101,Mecanizado,NO,PAC 105,Algodón,NO,Manual,NO,2.0,3627.9069767441856,5.0,51.0,58.0,62500.0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0
2283,2100,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,4.0,5895.348837209302,5.0,55.0,70.0,75000.0,11,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0
2284,2099,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,3.0,5970.930232558139,5.0,45.0,81.0,75000.0,11,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0
2292,2172,Manual,NO,DK 234 YGRR,,SI,Manual,SI,2.0,4262.790697674418,4.0,61.0,79.0,70000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,2171,Manual,NO,Otro,Algodón,SI,Manual,NO,1.0,3174.4186046511627,5.0,53.0,61.0,70588.0,10,0,0,2,0,0,0,0,0,0,1,0,1,0,0,5,1
"2298,2174,Mecanizado,NO,DK 234,Maiz,SI,Manual,SI,3.0,4767.441860465116,5.0,77.0,49.0,""0      180000.000000"
1      180000.000000
2      180000.000000
3      180000.000000
4      180000.000000
           ...      
993    180000.000000
994     85714.285714
995     90000.000000
996     81818.181818
997     78260.869565
"Name: AREA, Length: 882, dtype: float64"",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2300,2173,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,3.0,4343.023255813953,5.0,77.0,48.0,70000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2175,Manual,SI,DK 234,Maiz,SI,Manual,SI,3.5,4520.930232558139,5.0,46.0,80.0,70000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,2176,Manual,NO,DK 234,Maiz,SI,Manual,SI,1.0,3767.441860465117,12.0,33.0,71.0,70000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,2194,Manual,NO,DK 234 YGRR,Algodón,SI,Manual,NO,3.0,3296.5116279069766,5.0,45.0,71.0,62500.0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2351,2258,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Manual,NO,7.0,5581.395348837209,5.0,45.0,69.0,62500.0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0
2352,2257,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Manual,NO,15.0,5790.697674418605,5.0,45.0,74.0,62500.0,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0
2387,2265,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2.0,2604.651162790697,4.0,46.0,77.0,66000.0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,2277,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,2.5,5581.395348837209,5.0,48.0,65.0,70000.0,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2392,2278,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,3.5,4988.372093023256,6.0,48.0,64.0,62500.0,7,0,0,2,0,0,0,0,0,0,1,1,0,0,1,2,0
2403,2263,Manual,NO,DK 234,Maiz,SI,Manual,SI,1.5,3446.5116279069766,4.0,77.0,49.0,66000.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2262,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,1.0,3906.9767441860463,5.0,47.0,77.0,60000.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2406,2308,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,4.0,1632.5581395348836,4.0,45.0,88.0,62500.0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0
2435,2057,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,4.5,3202.3255813953488,4.0,47.0,80.0,60000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2441,2055,Manual,NO,DK 234,Algodón,NO,Manual,NO,3.0,2193.0232558139537,5.0,45.0,80.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2442,2054,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,NO,4.0,3813.953488372093,4.0,49.0,78.0,60000.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,2053,Manual,NO,DK 234 YGRR,Algodón,NO,Manual,NO,4.0,3720.9302325581393,3.0,46.0,84.0,60000.0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2444,2206,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.5,4004.651162790698,3.0,46.0,83.0,60000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2446,2056,Mecanizado,NO,ADV 9339 (Syngenta),Algodón,NO,Manual,NO,3.0,2002.325581395349,4.0,44.0,81.0,55000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2447,2207,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2.0,5488.372093023256,0.0,48.0,85.0,55000.0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2449,2025,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,2919.767441860465,5.0,52.0,75.0,55000.0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2450,2027,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.5,2790.6976744186045,3.0,47.0,81.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2452,2030,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,NO,6.0,3767.441860465117,4.0,47.0,80.0,60000.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2454,2031,Mecanizado,NO,P3966 (Pioneer),Algodón,NO,Manual,NO,3.5,4862.790697674419,4.0,45.0,83.0,60000.0,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2455,2032,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,NO,15.0,4651.162790697675,3.0,45.0,79.0,60000.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2456,2034,Mecanizado,SI,DK7088,Algodón,SI,Mecanizada,NO,12.0,4386.046511627907,4.0,49.0,91.0,60000.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2457,2329,Manual,NO,Otro,Algodón,NO,Mecanizada,SI,3.5,2604.651162790697,36.0,15.0,99.0,50000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2458,2326,Mecanizado,NO,DK 234,Algodón,NO,Mecanizada,SI,23.0,3146.5116279069766,8.0,47.0,80.0,62000.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2465,2338,Manual,NO,PAC 105,Algodón,SI,Manual,NO,1.0,4279.069767441861,7.0,45.0,76.0,71420.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
2466,2340,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,15.0,5804.6511627906975,5.0,46.0,79.0,71000.0,16,0,0,2,0,0,0,0,0,0,2,2,0,0,1,2,0
2468,2336,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,NO,3.0,5308.139534883721,3.0,55.0,64.0,62500.0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2472,2341,Mecanizado,SI,Otro,Maiz,SI,Manual,SI,2.0,3623.255813953489,5.0,47.0,78.0,70000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0
2474,2333,Mecanizado,NO,P4082 (Pioneer),Algodón,NO,Manual,NO,1.5,2412.790697674419,5.0,45.0,78.0,62500.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
2501,2357,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,3.5,3579.0697674418607,5.0,45.0,67.0,70000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0
2502,2035,Mecanizado,SI,DK7088,Algodón,SI,Mecanizada,NO,11.2,2812.790697674419,4.0,48.0,81.0,60000.0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2503,2036,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,2883.720930232558,5.0,46.0,104.0,55000.0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2504,2038,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,3337.2093023255816,4.0,47.0,79.0,55000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2506,2359,Mecanizado,NO,ADV 9339 (Syngenta),Algodón,SI,Manual,SI,4.0,4651.162790697675,5.0,46.0,71.0,70000.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2507,2360,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.5,5511.627906976744,5.0,48.0,79.0,71000.0,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0
2508,2361,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,1.3,5116.279069767442,5.0,48.0,80.0,71000.0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0
2510,2363,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Manual,SI,2.4,5116.279069767442,30.0,49.0,67.0,70000.0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0
2511,2364,Mecanizado,SI,Otro,Algodón,SI,Mecanizada,NO,18.0,5577.906976744186,5.0,46.0,77.0,71000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0
2523,2039,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,NO,3.0,3432.558139534884,4.0,47.0,83.0,55000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2525,2040,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,NO,15.0,3579.0697674418607,4.0,46.0,91.0,60000.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2526,2041,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,2383.720930232558,4.0,44.0,85.0,55000.0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2535,2375,Mecanizado,SI,Otro,Algodón,SI,Mecanizada,NO,15.5,5308.139534883721,5.0,48.0,87.0,71000.0,16,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0
2536,2376,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.5,3579.0697674418607,5.0,46.0,76.0,70000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0
2539,2327,Mecanizado,SI,DK 234,Algodón,NO,Manual,SI,2.0,3174.4186046511627,5.0,45.0,69.0,60000.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2540,2328,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,9.0,2046.5116279069769,5.0,85.0,41.0,42000.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2541,2379,Mecanizado,SI,P3966 (Pioneer),Algodón,NO,Manual,SI,8.0,3446.5116279069766,5.0,47.0,68.0,60000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,2383,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,6.0,3970.3255813953488,5.0,48.0,61.0,71000.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2550,2387,Manual,NO,PIONEER 30F35,Algodón,SI,Manual,SI,1.0,3441.860465116279,5.0,77.0,36.0,50000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2553,2391,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,SI,2.0,3579.0697674418607,4.0,46.0,79.0,80000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,2043,Mecanizado,NO,ADV 9339 (Syngenta),Algodón,SI,Mecanizada,NO,12.5,2072.093023255814,4.0,46.0,79.0,60000.0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
